Di,22.12.20,19:30
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Bouilloux,Roman,0/1,0,0,,0,0,0
3,Linder,Luca,3/4,3/3,75,,0,0,0
4,Felder,Gabriel,3/6,0,50,,0,0,0
5,Raemy,Nicolas,7/15,1/3,46,3,0,0,0
6,Dähler,Jonas,4/4,0,100,,1,2,0
9,Lüthi,Dario,0,0,,,0,0,0
10,Dannmeyer,Max,3/5,0,60,1,0,0,0
13,Friedli,Reto,0/1,0,0,1,0,0,0
14,von,Deschwanden,Lukas,5/8,1/2,62,1,0,1,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,1/2,0,50,2,0,0,0
18,Schwab,Yannick,3/4,0,75,,0,1,0
19,Huwyler,Stefan,0,0,,,1,0,0
21,Gruber,Nino,0/1,0,0,,0,0,0
22,Chernov,Ivan,2/4,0,50,2,0,0,0
23,Wick,Flavio,0/1,0,0,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,5/12,0/2,42
23,Wick,Flavio,17/33,1/3,52
""
STAFF,V,2',D
A,Rubin,0,0,0
B,Badertscher,0,0,0
C,Merz,0,0,0
