Sa,06.03.21,19:00
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Bouilloux,Roman,3/4,0,75,,0,0,0
3,Linder,Luca,0,0,,,0,0,0
4,Felder,Gabriel,3/3,0,100,,0,2,0
5,Raemy,Nicolas,5/7,0,71,3,1,0,0
6,Dähler,Jonas,0/1,0,0,1,0,0,0
7,Sorgen,Janick,0,0,,,0,0,0
9,Lüthi,Dario,0,0,,,0,0,0
10,Dannmeyer,Max,2/5,0,40,2,0,1,0
13,Friedli,Reto,0,0,,,0,0,0
14,von,Deschwanden,Lukas,12/15,5/5,80,3,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
18,Schwab,Yannick,3/3,0,100,1,0,0,0
19,Huwyler,Stefan,0,0,,,1,1,0
22,Chernov,Ivan,0,0,,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
26,Delhees,Ron,2/3,0,66,,0,1,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,9/31,0/1,30
23,Wick,Flavio,1/3,,34
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Blaser,Marc-Joel,0,0,0
