SPIELER,TORE,7M,%,TF,V,2',D
Linder Luca,1/3,0,33,,0,2,0
Felder Gabriel,1/2,0,50,2,0,1,0
Raemy Nicolas,4/6,0,66,5,0,0,0
Dähler Jonas,0/2,0,0,,0,0,0
Suter Nicolas,3/3,0,100,3,0,1,0
Giovanelli Marco,0,0,,,0,0,0
Lüthi Dario,1/2,0,50,2,0,1,0
Wyttenbach Ivan,3/4,2/3,75,1,0,0,0
Friedli Reto,1/1,0,100,,1,1,0
Huwyler Simon,0,0,,,1,1,0
Winkler Marc,0,0,,,0,0,0
Manse Cedric,3/4,0,75,1,0,0,0
Huwyler Stefan,1/1,0,100,,0,1,0
Krainer Sven,3/3,0,100,,0,0,0
Gruber Nino,3/6,0,50,,0,0,0
Wick Flavio,0,0,,,0,0,0
