Sa,26.09.20,14:30
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Zuege,Tim,0,0,,,0,0,0
2,Karlen,Janes,4/8,0,50,,0,1,0
3,Forrer,Steven,0/2,0/1,0,3,0,1,0
5,Felder,Gabriel,4/6,0,66,4,0,0,0
7,Ruef,Mauro,1/3,0,33,,0,0,0
8,Schwab,Yannick,3/3,0,100,,0,2,0
9,Zehr,Tobias,0/1,0,0,,0,0,0
11,Stettler,Nils,0,0,,1,1,0,0
14,Giovanelli,Marco,2/3,0,66,,0,0,0
15,Lory,Elias,5/9,1/1,55,2,0,0,0
16,Stettler,Ramon,0/1,0,0,,0,0,0
17,Christinat,Joël,4/6,0,66,,0,0,0
18,Scheidegger,Roman,1/1,0,100,3,0,0,0
20,Schöni,Gregory,1/1,0,100,,0,1,0
21,Drollinger,Yannick,0/1,0,0,,0,0,0
22,Stettler,Jan,2/3,0,66,1,1,0,0
""
TORHÜTER,P/W,7M,%
1,Zuege,Tim,3/17,0/2,18
16,Stettler,Ramon,4/22,0/5,19
""
STAFF,V,2',D
A,Bleuer,Dominic,1,0,0
B,Gehrig,Ciril,0,0,0
C,Eggenberger,Nick,0,0,0
D,Kruisheer,Mark,0,0,0
