So,18.04.21,16:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Zuege,Tim,0,0,,,0,0,0
2,Karlen,Janes,3/5,0,60,,0,1,0
3,Forrer,Steven,1/2,0,50,2,0,0,0
4,Kiener,Lars,1/1,0,100,,0,0,0
9,Zehr,Tobias,0,0,,,1,0,0
10,Lutz,Nico,2/4,0,50,1,0,0,0
11,Stettler,Nils,0,0,,2,1,2,0
14,Giovanelli,Marco,0/3,0,0,1,1,0,0
15,Lory,Elias,3/6,0,50,,0,0,0
16,Brenzikofer,André,0,0,,1,0,0,0
17,Christinat,Joël,4/8,0,50,2,0,0,0
18,Scheidegger,Roman,6/11,0,54,4,0,0,0
20,Schöni,Gregory,0,0,,1,0,0,0
21,Drollinger,Yannick,2/3,0,66,1,0,1,0
23,Manse,Cedric,4/5,3/3,80,3,0,0,0
""
TORHÜTER,P/W,7M,%
1,Zuege,Tim,5/24,0/3,21
16,Brenzikofer,André,8/22,1/5,37
""
STAFF,V,2',D
A,BLEUER,Dominic,0,0,0
B,GEHRIG,Ciril,0,0,0
C,EGGENBERGER,Nick,0,0,0
D,DROLLINGER,Markus,0,0,0
