17_10_,18_04_,18_02_,17_11_,18_03_,17_09_,17_12_,17_08_,18_05_,Average Performance (Whole Season),Median Performance (Whole Season),time
-0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,-1.0,0.0,0.0,0.0,0.7388888888888889,0.04506172839506174,0.0,1
0.0,0.38888888888888884,0.5,0.7944444444444444,-1.25,0.08333333333333333,-0.1,-0.16666666666666666,0.8333333333333334,0.12037037037037034,0.10185185185185183,2
0.39999999999999997,1.1666666666666665,0.5333333333333333,0.8333333333333334,-1.3083333333333333,0.5,-0.16666666666666666,0.0,1.0,0.32870370370370366,0.44999999999999996,3
1.0,1.9166666666666665,0.5,0.8333333333333334,-0.75,0.8333333333333334,-0.16666666666666666,0.3333333333333333,0.8333333333333334,0.5925925925925926,0.712962962962963,4
1.5833333333333333,2.388888888888889,0.6666666666666666,0.8333333333333334,0.0,0.8333333333333334,-0.3333333333333333,1.0555555555555556,0.888888888888889,0.8796296296296298,0.8564814814814816,5
2.6666666666666665,2.6666666666666665,0.6666666666666666,1.2777777777777777,0.5,0.9166666666666667,-0.38888888888888884,2.0,1.5,1.3117283950617282,1.294753086419753,6
3.25,2.9444444444444446,0.9166666666666667,1.6666666666666667,1.1666666666666665,1.1666666666666667,-0.6666666666666666,2.666666666666667,2.333333333333333,1.7160493827160497,1.6913580246913582,7
3.166666666666667,3.1666666666666665,1.5,1.9166666666666665,1.8333333333333335,1.4166666666666665,-0.5555555555555555,3.333333333333333,2.8333333333333335,2.067901234567901,1.9922839506172838,8
2.5,2.8333333333333335,2.166666666666667,2.25,2.3333333333333335,1.5,-0.25,3.6666666666666665,2.75,2.1944444444444446,2.291666666666667,9
2.0,2.8333333333333335,3.0,3.2666666666666666,2.6111111111111107,1.2916666666666667,0.0,3.8333333333333335,2.1666666666666665,2.3336419753086424,2.4723765432098768,10
1.5833333333333335,3.1000000000000005,3.583333333333333,3.75,2.6666666666666665,1.2777777777777777,0.3333333333333333,3.75,1.75,2.4216049382716047,2.5441358024691354,11
1.3333333333333333,3.5,3.777777777777778,3.583333333333333,2.916666666666667,1.5,0.5,3.8888888888888893,1.1666666666666665,2.4629629629629632,2.689814814814815,12
1.3333333333333333,3.5,3.5,3.3333333333333335,3.0,1.7222222222222223,0.5,4.583333333333334,0.5,2.4413580246913584,2.720679012345679,13
1.3333333333333333,3.4444444444444446,3.3333333333333335,3.3333333333333335,3.083333333333333,1.9166666666666665,0.3333333333333333,5.25,-0.3333333333333333,2.410493827160494,2.746913580246914,14
1.3333333333333333,3.3333333333333335,3.3333333333333335,3.277777777777778,3.3333333333333335,2.222222222222222,0.7083333333333334,5.5,-0.6666666666666666,2.486111111111111,2.8819444444444446,15
1.1666666666666667,3.5,3.5,3.3333333333333335,3.5,2.5,0.8333333333333334,5.833333333333333,-0.5,2.6296296296296293,2.9814814814814814,16
1.1666666666666667,3.3333333333333335,3.6666666666666665,3.5,3.583333333333333,2.3888888888888893,1.1111111111111114,6.25,-0.3333333333333333,2.740740740740741,3.037037037037037,17
1.1666666666666667,3.166666666666667,3.8333333333333335,3.4444444444444446,3.6111111111111107,2.083333333333333,1.0833333333333335,6.75,0.0,2.7932098765432105,2.9799382716049387,18
1.1666666666666667,2.8333333333333335,4.722222222222222,3.0,3.6666666666666665,1.7777777777777777,1.0,6.666666666666667,0.3333333333333333,2.796296296296296,2.814814814814815,19
0.625,3.222222222222222,5.916666666666666,2.6666666666666665,3.5,1.3333333333333335,1.0,5.833333333333333,0.3333333333333333,2.714506172839506,2.690586419753086,20
0.0,3.6666666666666665,6.444444444444444,2.5,3.5,1.0,1.1666666666666667,5.0,0.41666666666666663,2.6327160493827164,2.5663580246913584,21
-0.1111111111111111,3.7916666666666665,6.0,2.6666666666666665,3.3333333333333335,0.5833333333333334,1.3333333333333333,4.5,0.75,2.5385802469135803,2.6026234567901234,22
0.3333333333333333,3.416666666666667,5.583333333333334,2.25,3.1666666666666665,0.888888888888889,1.6666666666666667,4.333333333333333,1.0,2.515432098765432,2.382716049382716,23
0.6666666666666666,2.888888888888889,5.166666666666667,2.0,3.5,1.6666666666666665,2.166666666666667,4.277777777777778,1.5,2.648148148148148,2.4074074074074074,24
0.8333333333333334,2.6666666666666665,5.0,1.5833333333333335,4.25,2.083333333333333,3.1666666666666665,4.166666666666667,2.0,2.861111111111111,2.763888888888889,25
1.0,2.6666666666666665,5.083333333333334,1.4166666666666665,5.0,2.1666666666666665,4.222222222222222,4.333333333333333,2.5,3.154320987654321,2.9104938271604937,26
1.25,3.027777777777778,5.333333333333333,1.25,5.166666666666667,2.222222222222222,5.0,4.666666666666667,2.8333333333333335,3.4166666666666665,3.2222222222222223,27
1.5833333333333335,3.3333333333333335,5.083333333333334,1.0,5.166666666666667,2.208333333333333,5.5,5.583333333333333,2.6666666666666665,3.5694444444444446,3.4513888888888893,28
1.6666666666666667,3.5,4.666666666666667,0.9166666666666667,5.25,2.3333333333333335,6.333333333333333,6.166666666666667,2.5,3.703703703703704,3.601851851851852,29
1.8333333333333335,3.5,4.333333333333333,0.8333333333333334,5.333333333333333,2.5,6.583333333333334,6.611111111111112,2.5,3.7808641975308643,3.640432098765432,30
2.1666666666666665,3.9444444444444446,4.5,0.8333333333333334,5.333333333333333,2.388888888888889,6.5,6.777777777777778,2.5,3.882716049382716,3.9135802469135803,31
2.3333333333333335,4.333333333333333,4.666666666666667,1.0,5.333333333333333,2.083333333333333,6.75,6.333333333333334,2.75,3.9537037037037033,4.143518518518518,32
2.3333333333333335,4.583333333333334,5.416666666666666,0.75,5.333333333333333,1.9166666666666665,6.75,6.0,2.9444444444444446,4.003086419753086,4.2932098765432105,33
2.5,5.083333333333333,6.4444444444444455,0.41666666666666663,5.5,2.4166666666666665,6.333333333333333,5.666666666666667,2.6666666666666665,4.114197530864198,4.598765432098766,34
2.9,5.0,6.833333333333333,0.41666666666666663,5.416666666666666,3.166666666666667,6.083333333333334,5.5,2.5,4.201851851851852,4.600925925925926,35
3.75,3.833333333333333,7.0,0.8333333333333334,5.333333333333333,3.6666666666666665,6.0,5.866666666666666,2.5,4.309259259259259,4.071296296296296,36
4.111111111111112,3.3888888888888893,6.888888888888888,1.0,5.333333333333333,3.8333333333333335,6.083333333333334,6.055555555555556,2.2333333333333334,4.325308641975308,4.2182098765432094,37
4.166666666666667,3.8333333333333335,6.833333333333333,2.0,5.666666666666667,4.166666666666667,6.708333333333333,6.166666666666667,2.416666666666667,4.662037037037037,4.414351851851852,38
3.916666666666667,4.166666666666667,6.833333333333333,2.583333333333333,6.458333333333333,4.722222222222222,6.944444444444444,6.0,2.75,4.930555555555555,4.826388888888889,39
3.6666666666666665,4.166666666666667,7.375,2.75,7.166666666666667,5.5555555555555545,6.583333333333334,6.5,2.875,5.182098765432099,5.368827160493827,40
3.1666666666666665,4.333333333333333,7.944444444444444,3.25,7.375,6.416666666666667,6.5,7.166666666666667,2.333333333333333,5.387345679012346,5.902006172839506,41
3.0,4.833333333333333,7.666666666666667,3.5,7.555555555555556,7.0,7.041666666666667,7.5,1.8333333333333333,5.54783950617284,6.27391975308642,42
3.0,5.166666666666667,6.916666666666667,3.5,7.333333333333333,7.388888888888889,7.444444444444444,7.666666666666667,1.25,5.518518518518519,6.2175925925925934,43
2.916666666666667,5.416666666666666,6.75,3.2916666666666665,7.0,7.666666666666667,7.666666666666667,7.888888888888888,0.888888888888889,5.4984567901234565,6.124228395061728,44
2.3888888888888893,5.666666666666666,7.0,3.416666666666667,6.833333333333333,7.9444444444444455,7.833333333333333,8.0,0.8333333333333334,5.546296296296296,6.25,45
